start_date,start_time,end_date,end_time,title,locations,description,image_link,link,Related Activities,Response,importance,color,class
3/12/2011,10:24:00,,10:40:00,Did third remote opening,Reactor 1,"Did the third remote opening, uncertain whether the valve opened.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,#F87431,
3/12/2011,10:24:00,,,Uncertain whether third remote operating worked,Reactor 1,"At 10:24 AM，did the third remote opening, uncertain whether the valve opened.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【remote opening of the vent valve (AO valve) – small (hoping for the residual air pressure in the I&C compressed air line)，reading at monitoring posts (“MP”) became higher】,3,,
3/12/2011,10:40:00,,,Confirmed dose at main gate and MP became higher due to radiation released by vent,Reactor 1,"At 10:40 AM, as we confirmed that the dose at the main gate and MP became higher, PSER determined that it was highly likely that radioactive substances were released by Vent.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【remote opening of the vent valve (AO valve) – small (hoping for the residual air pressure in the I&C compressed air line)，reading at monitoring posts (“MP”) became higher】,5,,
3/12/2011,11:00:00,,,Could not open the S/C Vent valve (AO valve),Reactor 1,"As we could not open the S/C vent valve (AO valve) – small at the field site, the PSER began considering the location to connect the temporary air compressor (to
11:00 AM). Also, PSER instructed the Main Control Room to open the S/C vent valve (AO valve) – small by remote operation hoping for the residual air pressure in the I&C compressed air line.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【Considered measures to open S/C vent valve (AO valve）-large】,4,,
3/12/2011,11:15:00,,,PSER looked for temporary compressor,Reactor 1,"The restoration team of PSER looked for the temporary compressor, received info that the there was one at the subcontractor’s office and decided to go and search at there. In order to connect the temporary compressor, we needed the adaptor. By using the piping and instrumentation diagrams, we decided the place to connect. At the field site, we took photos of that place and returned to PSER.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#F87431,
3/12/2011,11:15:00,,,Confirmed Vent was not fully effective,Reactor 1,"At 11:15 AM, as the dose became lower, PSER suspected that the Vent was insufficient.  Confirmed that there was a possibility that the Vent was not fully effective as the radioactive dose decreased",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【remote opening of the vent valve (AO valve) – small (hoping for the residual air pressure in the I&C compressed air line)，reading at monitoring posts (“MP”) became higher】,4,,
3/12/2011,12:06:00,,,Reconfirmed actual procedures as how to operate valves and sequnces,Reactor 1,"At the Main Control Room we put together the piping and instrumentation diagrams, AM procedure manual, documents such as the drawings of valves and the whiteboard. We began confirming the actual procedures such as how to operate the valve and sequences.",blackboard.bmp,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 12:06 AM on March 12, D／W pressure may exceed 600kPa
abs. Instruction from the Station Manager to proceed with the preparation”",【began to confirm the actual Vent procedures】,5,,
3/12/2011,12:30:00,,,Looked for adaptor,Reactor 1,"At 12:30 PM, we looked for the adaptor. We found the temporary compressor at our subcontractor’s office and transferred that by a crane truck. As the dose was high, we located the compressor at the outside of large equipments carry-in opening.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【Opening the S/C vent valve (AO valve）-large】,2,,
3/12/2011,14:00:00,,,Started temporary compressor,Reactor 1,"At 2:00 PM, we started the temporary compressor",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【Opening the S/C vent valve (AO valve）-large】,1,,
3/12/2011,14:30:00,,14:50:00,Confirmed D/W pressure went down determined release of radioactive substances,Reactor 1,We confirmed that D/W pressure went down and determined this as release of radioactive substances by Vent.,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,6,#F87431,
3/12/2011,14:30:00,,,Setup makeshift air compressor to operate S/C vent valve,Reactor 1,"When setting up a makeshift air compressor around 2 pm in order to operate the S/C vent valve (AO valve), we confirmed that the D/W pressure decreased and judged that the release of radioactive materials occurred by the Vent. We reported this information to the authorities at 3:18 pm.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,#F87431,
3/12/2011,14:50:00,,,D/W pressure decrease,Reactor 1,D/W pressure 0.75MPa 0.58MPa(2:50 PM),,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【Opening the S/C vent valve (AO valve）-large】,1,,
3/12/2011,14:53:00,,,80 tons of fresh water injected to RPV,Reactor 1,"At 14:53, 80,000 Litter of fresh water had been injected to the RPV.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after Starting Water Injection into the RPV at 5:46, on 3/12",【Preparation for Seawater Injection and SLC】,3,,
3/12/2011,14:54:00,,,Freshwater in fire protection tank drying up,Reactor 1,"Site Vice President directed to prepare for seawater injection to the RPV. Since freshwater in the fire protection tank at Reactor 1 was drying up, freshwater was transported from other fire protection tanks in a quick pace and preparation for seawater injection was moved ahead.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,5,#F87431,
3/12/2011,14:54:00,,,VP directed to prepare for seawater injection to RPV,Reactor 1,"At 14:54, Site Vice President directed to prepare for seawater injection to the RPV. Since freshwater in the fire protection tank at Reactor 1 was drying up, freshwater was transported from other fire protection tanks in a quick pace and preparation for seawater injection was moved ahead.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after Starting Water Injection into the RPV at 5:46, on 3/12",【Preparation for Seawater Injection and SLC】,3,,
3/12/2011,15:30:00,,,Installed cables damaged by explosion at Reactor 1,Reactor 1,"At around 15:30, though cable was connected to the primary side of the P/C of Reactor 2 and, in parallel, connection was made between high voltage power supple vehicle, at 15:36 explosion occurred at Reactor 1. Installed cables were damaged by explosion litter and high voltage poser supply vehicle was tripped. All the workers stopped their work and evacuated to the Main Anti-Earthquake Building.

On the next day, tried restart of power supply vehicle, which was connected to power center of Reactor 2, however, current surge relay was operated and failed to supply power.",tempcable.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,4,#7D2252,
3/12/2011,15:30:00,,,Seawater taken from backwash pit at Reactor 3,Reactor 1,"Around 15:30, cable connection between the primary side of P/C at Reactor 2 and high-voltage power supply vehicle was completed. Power was supplied just short of the SLC pump.
Lining up of seawater injection was completed with three fire engines connected in series to have sufficient head. Seawater was taken from the backwash pit at Reactor 3.
",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after Starting Water Injection into the RPV at 5:46, on 3/12",【Preparation for Seawater Injection and SLC】,2,,
3/12/2011,15:36:00,,,Prepared boric-acid for injection after power restored,Reactor 1,"<iframe width=""450"" height=""259"" src=""http://www.youtube.com/embed/6Q6C8US20jI"" frameborder=""0"" allowfullscreen></iframe>
All the preparations were complete for the injection of boric-acid solution through the standby liquid control system, upon power restoration by use of a power supply car.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,1,#F87431,
3/12/2011,19:04:00,,20:45:00,Seawater injection by fire engines started,Reactor 1,"<iframe width=""450"" height=""243"" src=""http://www.youtube.com/embed/N5cAqM6YIzg"" frameborder=""0"" allowfullscreen></iframe>
At 19:04, seawater injection started using the fire protection line and fire engines.",altwaterinjection.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after Starting Water Injection into the RPV at 5:46, on 3/12",【Preparation for Seawater Injection and SLC】,2,,
3/12/2011,20:45:00,,,Boric acid mixed with seawater and injected into reactor,Reactor 1,Boric-acid solution was started to be mixed with seawater and injected into the reactor.,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,#F87431,
3/12/2011,,,,Fire hydrant damaged - Obstacles for fire engines,Reactor 1,"It was impossible to use filtered water as water source for RPV because fire hydrant was damaged and water was spewed. To have sufficient amount of filtered water for the injection, valves were closed around the area. 

Also other water sources were looked for and the fire protection tank was confirmed to be available.

One fire engine was made ready for injection to the RPV. Other two fire engines were unavailable, for one was failed by the tsunami and the other was not able to move from the area near Reactor 5/6. Damages on the road and debris by the tsunami divided the access route between Units 1 – 4 side and Units 5,6 side.

There were a lot of obstacles to deploy the available fire engine close to Reactor 1. Tank swept by the tsunami blocked a road in front of the old-administration building and the road was impassable. 

The gate at the physical protection headquarters lost power and did not open. The restoration team of the site emergency response headquarters looked for rout in the site, then got access for the fire engine by breaking a lock at the gate between Units 2 and 3.

As for the fire engine, measures were studied to inject water via Fire Protection line. Also additional fire engines and water transportation by the SDF were considered.

Reactor pressure was 0.8 MPa at 2:40
",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Activities after Starting Consideration for Connecting Water Injection Line from Fire Engine to Fire Protection Line at 1:48 on March 12,【Preparation for Water Injection from Fire Engine】,2,,
3/12/2011,,,,Preparation for seawater injection,Reactor 1,"<iframe width=""450"" height=""335"" src=""http://www.youtube.com/embed/YILZtn6ERYs"" frameborder=""0"" allowfullscreen></iframe>
Because of the limitation of the amount of freshwater in the fire protection tanks, preparation for seawater injection was initiated.  
Instead of taking seawater directly from the sea, the backwash pit where seawater was filled by the tsunami was selected as a supply source taking the road conditions in the site and distance from Reactor 1 into consideration.
",SetUpFiretruck.png,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after Starting Water Injection into the RPV at 5:46, on 3/12",【Preparation for Seawater Injection and SLC】,1,,
3/12/2011,,,,PSER takes photos of piping and instrumentation diagrams,Reactor 1,"The restoration team of PSER looked for the temporary compressor, received info that the there was one at the subcontractor’s office and decided to go and search at there. In order to connect the temporary compressor, we needed the adaptor. By using the piping and instrumentation diagrams, we decided the place to connect. At the field site, we took photos of that place and returned to PSER.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 9:04 AM on March 12, shift operators departed to the field
site to do Vent”",【Opening the S/C vent valve (AO valve）-large】,1,,
3/12/2011,,,,SLC power restored by power supply vehicle,Reactor 1,"Power supply and pump in SLC system were not affected by the tsunami. Since the SLC has high-head pump, power supply was being restored by the power supply vehicle.",PSV.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Activities after Starting Consideration for Connecting Water Injection Line from Fire Engine to Fire Protection Line at 1:48 on March 12,【Restoration of SLC system】,2,,
3/11/2011,15:00:00,,23:59:00,Power Supply Vehicles dispatched to Fukushima Daiichi,"Reactor 1,
Reactor 2","<iframe width=""450"" height=""259"" src=""http://www.youtube.com/embed/tX1B_ir5StQ"" frameborder=""0"" allowfullscreen></iframe>
Corporate Distribution Department ordered branch offices to secure high and low voltage power supply vehicles and confirm driving route to Fukushima Diichi NPS.

Although high and low voltage power supply vehicles headed to Fukushima Daiichi they were not able to drive up to the site fast enough because of damages of roads and traffic jam. 

It was considered to transport the power supply vehicles by choppers of the Self Defense Force, but it turned out that the weight of the vehicles were too heavy to carry.

 TEPCO requested Tohoku Electric Power Company to dispatch power supply vehicles to Fukushima Daiichi NPS. ",firetrucks.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,SCRAM Response,SCRAM Response,2,,
3/11/2011,15:00:00,,22:00:00,Restoration team gathers batteries and cables,"Reactor 1,
Reactor 2","<iframe width=""450"" height=""259"" src=""http://www.youtube.com/embed/tX1B_ir5StQ"" frameborder=""0"" allowfullscreen></iframe>
The restoration team in the site emergency response headquarters prepared for necessary documents and drawings to restore power in MCRs.

Also they started to gather batteries and cables at offices of contractor’s office in the site. The team carried batteries and cables which were collected in the site to MCR of Reactor 1/2. 

Then confirming drawings, they started to connect the batteries to instrument panel in the MCR. At the event of “ECCS was unavailable to inject water into the reactor”, a top priority was to understand the status of water injection into the RPV. 

So restoration work was focused on connecting batteries to reactor water indicator which functions by DC power. ",temppowercables.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,【Restoration of MCR Instrumentation】,,2,,
3/11/2011,15:50:00,,,Reactor 1-2 instrumentation power lost,"Reactor 1,
Reactor 2","At 15:50, instrumentation power was lost and reactor water levels for Units 1 and 2 became unknown.
Communication between MCR and the site emergency response headquarters was limited to a hot-line and fixed-line phone, it was not able to use PHS.
",lostgauges.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Activities after Loss of all AC Power at 15:42 on March 11,【Situation at Main Control Room of Reactor 1/2】,5,,
3/12/2011,3:06:00,,,Press conference about the Vent implementation was held.,"Reactor 1,
Reactor 2",Press conference about the Vent implementation was held.,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,,
3/11/2011,15:42:00,,,Loss of all on-site AC electric supply,"Reactor 1,
Reactor 2,
Reactor 3,
Reactor 4,
Reactor 5","<iframe width=""450"" height=""259"" src=""http://www.youtube.com/embed/xJzRGBavplI"" frameborder=""0"" allowfullscreen></iframe>
It was determined that a specific incident stipulated in article 10,clause 1 of Act on Special Measures Concerning Nuclear Emergency Preparedness (loss of all AC electric supply) occurred in Units 1 through 5  and it was reported to the government offices etc.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Time line sequence of major events following earthquake to May 15th (Tue) for Reactor 4 to 6 at Fukushima Daiichi Nuclear Power Station,,7,,
3/11/2011,15:06:00,,,Headquarters for major disaster countermeasures established,"Reactor 1,
Reactor 2,
Reactor 3,
Reactor 4,
Reactor 5,
Reactor 6","<iframe width=""450"" height=""259"" src=""http://www.youtube.com/embed/BdbitRlbLDc"" frameborder=""0"" allowfullscreen></iframe>
Headquarter for major disaster countermeasures was established in the head office to grasp situations of damages and to restore the outage due to the earthquake.  Emergency Center was established at the head office (Recognizing the degree of damages caused by the earthquake, restoring blackouts) Set up an Emergency Center at headquarter.(To figure out the situation by damage caused by earthquake, recovering from blackout etc)",Emergency headquarters.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Time line sequence of major events following earthquake to May 15th (Tue) for Reactor 4 to 6 at Fukushima Daiichi Nuclear Power Station,,1,,
3/12/2011,0:30:00,,,Government confirms evacuation of 3km radius,"Reactor 1, 
Reactor 2,
Reactor 3,
Reactor 4,
Reactor 5,
Reactor 6","<iframe width=""450"" height=""259"" src=""http://www.youtube.com/embed/4rX1RFR2m7I"" frameborder=""0"" allowfullscreen></iframe>
Government confirmed the completion of evacuation of the residents (3km radius of the periphery of Fukushima Daiichi Nuclear Power Station in Futaba Town and Okuma Town, reconfirmed at 1:45 am)",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Time line sequence of major events following earthquake to May 15th (Tue) for Reactor 4 to 6 at Fukushima Daiichi Nuclear Power Station,,10,,
3/12/2011,1:45:00,,,Government reconfirms evacuation of 3km radius,"Reactor 1, 
Reactor 2,
Reactor 3,
Reactor 4,
Reactor 5,
Reactor 6","<iframe width=""450"" height=""259"" src=""http://www.youtube.com/embed/4rX1RFR2m7I"" frameborder=""0"" allowfullscreen></iframe>
(3km radius of the periphery of Fukushima Daiichi Nuclear Power Station in Futaba Town and Okuma Town, reconfirmed at 1:45 am)",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Time line sequence of major events following earthquake to May 15th (Tue) for Reactor 4 to 6 at Fukushima Daiichi Nuclear Power Station,,10,,
3/11/2011,14:47:00,,,SCRAM,Reactor 2,"Automatic Reactor scram, Stopped automatically Main Turbine, Started Emergency generator automatically.",R2.png,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,,
3/11/2011,21:50:00,,22:00:00,Reactor water level (Top of Active Fuel +3400mm).,Reactor 2,"Reactor water levels were become clear for Reactor 2 Reactor water level (Top of Active Fuel +3400mm).
As a result of restoration work of instruments, at 9:50 PM, we could confirm the Reactor water level (Top of Active Fuel +3400mm).",fuelrodsmodel.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Activities after Loss of all AC Power at 15:42 on March 11,【Situation at Main Control Room of Reactor 1/2】,3,#7D2252,
3/12/2011,0:00:00,,,Operator confirms water puddle in RCIC,Reactor 2,"In the early morning of March 12, an operator confirmed operating status at the field (RCIC Room). The operator was equipped with Self air set, flashlight and high boot. It took about an hour to go to and back from the RCIC room. Usually this takes only 10 minutes but at that time, there were still concerns of aftershocks and tsunami and putting on/off the self air set took extra time.  In RCIC room, there was a water puddle and it’s depth was about the height of the boots. Faint metallic sound was heard but the operator was not able to check the rotating part. He returned to the MCR but was not able to determine whether RCIC was operating or not. Since PHS was not functioning, he reported the situation after getting back to the MCR",RCIC.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf," Confirmation of RCIC status, Operation",,2,#7D2252,
3/12/2011,2:00:00,,,Water puddle in RCIC increased,Reactor 2,"Then at 2:00, the operator went there again. Water puddle increased and the operating status of RCIC was not able to see in the RCIC room. The operator determined RCIC was in operation by checking reactor pressure and RCIC discharge pressure at the instrument rack of RCIC and RCIC discharge pressure was high. After he reported this after returning to the MCR then reported to the site emergency response headquarters at 2:55.
",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,#7D2252,
3/12/2011,6:50:00,,,METI order to manual Vent,Reactor 2,"There was an order of The Minister of Economy, Trade and Industry to implement the Vent based on the laws and ordinances (manual Vent).",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,5,,
3/12/2011,15:30:00,,,Cable connection between P/C at Reactor 2 and high-voltage power supply vehicle completed,Reactor 2,Cable connection between the primary side of P/C at Reactor 2 and high-voltage power supply vehicle was completed. Power was supplied just short of the SLC pump.,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,1,,
3/11/2011,14:50:00,,14:51:00,Reactor 2 RCIC Manually Started,Reactor 2 ,Manually started up Reactor Core Isolation Cooling System (hereinafter RCIC).,RCIC.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#7D2252,
3/11/2011,14:51:00,,15:02:00,Reactor 2 Shutdown RCIC,Reactor 2 ,Shut down RCIC (High Reactor water level).,RCIC.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,4,#7D2252,
3/11/2011,15:01:00,,15:02:00,Reactor 2 confirmed uncritical,Reactor 2 ,Confirmed uncritical on Reactor,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#7D2252,
3/11/2011,15:02:00,,15:28:00,Manually started RCIC,Reactor 2 ,Manually started RCIC,RCIC.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#7D2252,
3/11/2011,15:28:00,,15:39:00,Reactor 2 RCIC shutdown,Reactor 2 ,RCIC shut down (High Reactor water level).,RCIC.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,4,#7D2252,
3/11/2011,15:30:00,,15:39:00,Reactor 2 cable connections completed,Reactor 2 ,Cable connection between the primary side of the P/C at Reactor 2 and the high voltage power supply vehicle was completed. Power was supplied just short of the SLC pump,R2PowerCables.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#7D2252,
3/11/2011,15:39:00,3/12/2011,2:55:00,Reactor 2 manually started RCIC,Reactor 2 ,"<iframe width=""450"" height=""315"" src=""http://www.youtube.com/embed/yCSJfNTpibQ"" frameborder=""0"" allowfullscreen></iframe>
Manually started up RCIC.",RCIC.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#7D2252,
3/11/2011,15:41:00,,,AC Power Lost,Reactor 2 ,Lost all AC power sources,crnopower.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,4,#7D2252,
3/11/2011,17:12:00,,,Opened valves of RHR,Reactor 2 ,"Taking the radiation level of Reactor 1 into consideration, before the radiation getting higher, in order to establish water injection line for alternative method by way of Residual Heat Reduction System, open the valves of Residual Heat Removal System manually in the turbine and reactor building, in the darkness, and secure the situation where water injection is possible after decompression of reactor (below 0.69MPa).",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,6,#7D2252,
3/11/2011,17:12:00,,,Confirmed damage of Power Panel - Start water injection,Reactor 2 ,"<iframe width=""450"" height=""315"" src=""http://www.youtube.com/embed/yCSJfNTpibQ"" frameborder=""0"" allowfullscreen></iframe>
Restoration Team of Power Station Emergency Response Team has confirmed status of submergence and damage of Power Panel (High Voltage Clad Switch Gear, Power Center) and as a result of insulation resistance test, confirmed one of the power center was alive and start examination of water injection by using Control Rod Drive System(“CRD”) and Standby Liquid Control System(“SLC”), where high pressure water injection is possible, after power restoration to power center by power supply vehicle.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,#7D2252,
3/11/2011,17:12:00,,,Consider injecting water using Fire Protection System,Reactor 2 ,"<iframe width=""450"" height=""243"" src=""http://www.youtube.com/embed/m5vF-pKVMcU"" frameborder=""0"" allowfullscreen></iframe>
Start examination of using alternative method of water injection (Fire Protection System(“FP”), Feed Water Make-up System and Containment Vessel Cooling System), which are installed under Accident Management Plan(“AP) and using fire engine with water from fire protection pool which was installed as a lesson of Chuetu-Oki Earthquake.",Reactor 2-3 Normal Water Injection.png,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,1,#7D2252,
3/11/2011,17:12:00,,,Prepare AM Manual and confirm water injection into reactor,Reactor 2 ,"In the Main Control Room, to secure alternative method of water injection, prepare AM manual on the Chief Unit Operator’s desk and conduct confirmation of water injection line into the reactor.",Normal Reactor Water Injection.png,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,1,#7D2252,
3/11/2011,20:49:00,,,Temporary Lighting Turned On,Reactor 2 ,Temporary lighting was turned on in the main control room.,R2CR.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,Activities after Loss of all AC Power at 15:42 on March 11,【Situation at Main Control Room of Reactor 1/2】,3,#7D2252,
3/11/2011,21:02:00,,21:50:00,Risk water level reach Top of Active Fuel,Reactor 2 ,"<iframe width=""450"" height=""243"" src=""http://www.youtube.com/embed/51lHYy2Rdww"" frameborder=""0"" allowfullscreen></iframe>
Reported the risk that the water level may reach to Top of Active fuel (hereinafter TAF) because of uncertain Reactor water level and enable to check the condition of injecting water by RCIC to the Reactor.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,4,#7D2252,
3/11/2011,22:00:00,,,Water level gauge confirms not reaching TAF,Reactor 2 ,"Water level gauge of the reactor has turned out and as its reading was Top of Active Fuel(“TAF”) +3400mm, confirmed not reaching TAF.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,5,#7D2252,
3/11/2011,23:25:00,3/12/2011,0:06:00,Confirm D/W pressure,Reactor 2 ,"At 11:25 PM, we could confirm the D/W pressure (0.141MPa abs)",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after report “At 4:36 PM on March 11, Determination and Report of ECCS’s inability to inject water”",,1,#7D2252,
3/12/2011,0:06:00,,,Confirm D/W pressure may have exceeded 600kPa abs,Reactor 2 ,"At 12:06 AM on March 12, we confirmed that D/W pressure for Reactor 1 may have exceeded 600kPa abs. We started the actual work for Vent. At that time, as for Reactor 2, we checked from the drawings of valves whether we could manually open valves required for Vent and whether we could attach the jig and force the valve open. Based on the result, the piping and instrumentation diagram, AM operation procedure and the Vent procedure for Reactor 1, we confirmed the operation procedure of valves for Vent (PCV vent valve (MO valve) can be opened manually S/C vent valve (AO valve) cannot be opened manually) and prepared the Vent procedure. We also checked the places of valves for Vent using the valve check sheet.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 5:30 PM on March 12, Instruction from the Station Manager to proceed with the preparation of Vent”",【Preparation work for Vent】,3,#7D2252,
3/12/2011,2:55:00,,,Confirmed RCIC operating,Reactor 2 ,Confirmed RCIC is under operation.,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#7D2252,
3/12/2011,17:30:00,,,GM ordered to prepare operation of vent,Reactor 2 ,General Manager of the power station ordered to prepare the operation of vent.,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,#7D2252,
3/12/2011,17:30:00,,,Water injection by RCIC continued,Reactor 2 ,"Water injection to the Reactor by RCIC continued. D/W pressure was stable at 200～300kPaabs. As we expected that sooner or later we have to do Vent, we began preparation for the venting line-up together with Reactor 3. As the dose at the field site was low, we decided to open valves for Vent, other than the rupture disk.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 5:30 PM on March 12, Instruction from the Station Manager to proceed with the preparation of Vent”",【Preparation work for Vent】,3,#7D2252,
3/13/2011,8:10:00,,,Opened PCV vent valve 25%,Reactor 2 ,"At 8:10 AM, opened PCV vent valve (MO valve) by 25% per the operation procedure.",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 5:30 PM on March 12, Instruction from the Station Manager to proceed with the preparation of Vent”",【Open PCV vent valve (MO valve) and S/C vent valve (AO valve)-large】,4,#7D2252,
3/13/2011,10:15:00,,,GM ordered to start Vent operation,Reactor 2 ,General Manager of Power Station ordered to start Vent operation.,R2Steam.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,2,#7D2252,
3/13/2011,11:00:00,,,D/W pressure lower than working pressure of rupture disk,Reactor 2 ,"At 11:00 AM, we excited the solenoid for S/C vent valve (AO valve)-large by a small generator for the temporary lighting at the Main Control Room and opened S/C vent valve (AO valve)-large. We made up the vent line other than the rupture disk.
（D/W pressure was lower than the working pressure of the rupture disk (427kPa gauge), so Vent hadn’t yet occurred. We kept the vent valves open and continued monitoring D/W pressure.）",,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,"Activities after “At 5:30 PM on March 12, Instruction from the Station Manager to proceed with the preparation of Vent”",【Open PCV vent valve (MO valve) and S/C vent valve (AO valve)-large】,2,#7D2252,
3/13/2011,11:00:00,,12:05:00,Vent line composition completed except for rupture disc,Reactor 2 ,Vent line composition was completed except for rupture disc.,,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,1,#7D2252,
3/13/2011,12:05:00,,,GM ordered to prepare to use sea water,Reactor 2 ,General Manager of Power Station ordered to prepare to use sea water.,r2oceanside.jpg,http://www.tepco.co.jp/en/press/corp-com/release/betu11_e/images/110618e15.pdf,,,3,#7D2252,
